submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s228837818,p00006,u568697849,1485393717,JavaScript,JavaScript,js,WA: Presentation Error,50,15592,214,0/1
s350928324,p00006,u568697849,1485394297,JavaScript,JavaScript,js,WA: Presentation Error,60,15272,261,0/1
s193653091,p00006,u568697849,1485394453,JavaScript,JavaScript,js,Runtime Error,0,0,278,0/1
s512609169,p00006,u568697849,1485394728,JavaScript,JavaScript,js,Accepted,50,15540,260,1/1
s866953418,p00006,u627626670,1485702736,JavaScript,JavaScript,js,Runtime Error,0,0,90,0/1
s499889274,p00006,u627626670,1485703215,JavaScript,JavaScript,js,WA: Presentation Error,50,15432,124,0/1
s317120723,p00006,u627626670,1485703617,JavaScript,JavaScript,js,Accepted,60,15516,131,1/1
s497275620,p00006,u618637847,1494296467,JavaScript,JavaScript,js,WA: Presentation Error,70,15384,347,0/1
s908294783,p00006,u618637847,1494296600,JavaScript,JavaScript,js,WA: Presentation Error,60,15296,351,0/1
s170691000,p00006,u151242583,1494448922,JavaScript,JavaScript,js,Wrong Answer,60,15396,153,0/1
s963262432,p00006,u151242583,1494448962,JavaScript,JavaScript,js,WA: Presentation Error,60,15488,175,0/1
s285074024,p00006,u151242583,1494448996,JavaScript,JavaScript,js,WA: Presentation Error,60,15536,154,0/1
s725018065,p00006,u151242583,1494449013,JavaScript,JavaScript,js,WA: Presentation Error,60,15468,162,0/1
s263609316,p00006,u151242583,1494449156,JavaScript,JavaScript,js,Accepted,60,15424,169,1/1
s760644291,p00006,u532049115,1496563948,JavaScript,JavaScript,js,WA: Presentation Error,60,15428,138,0/1
s739485153,p00006,u532049115,1496564113,JavaScript,JavaScript,js,Accepted,50,15388,155,1/1
s502221129,p00006,u783417710,1496586326,JavaScript,JavaScript,js,Accepted,50,15276,164,1/1
s887248510,p00006,u783417710,1496586444,JavaScript,JavaScript,js,Accepted,60,15424,146,1/1
s438693815,p00006,u783417710,1496586472,JavaScript,JavaScript,js,Accepted,60,15268,139,1/1
s157103128,p00006,u978830150,1496681504,JavaScript,JavaScript,js,Runtime Error,0,0,190,0/1
s191195149,p00006,u978830150,1496681626,JavaScript,JavaScript,js,Runtime Error,0,0,188,0/1
s340892458,p00006,u978830150,1496681638,JavaScript,JavaScript,js,Runtime Error,0,0,196,0/1
s253412216,p00006,u978830150,1496681646,JavaScript,JavaScript,js,Runtime Error,0,0,197,0/1
s577424883,p00006,u978830150,1496681717,JavaScript,JavaScript,js,Runtime Error,0,0,196,0/1
s235979743,p00006,u978830150,1496681730,JavaScript,JavaScript,js,Accepted,50,15400,191,1/1
s201025923,p00006,u239637240,1496926298,JavaScript,JavaScript,js,Accepted,60,15452,235,1/1
s341002245,p00006,u802537549,1527295704,JavaScript,JavaScript,js,Accepted,70,15096,154,1/1
s813427525,p00006,u615727692,1357753642,JavaScript,JavaScript,js,WA: Presentation Error,20,7868,2558,0/1
s852739829,p00006,u615727692,1357753728,JavaScript,JavaScript,js,Accepted,20,7868,2611,1/1
s133510819,p00006,u256940798,1365909694,JavaScript,JavaScript,js,Accepted,20,7384,181,1/1
s584126463,p00006,u730337305,1374843463,JavaScript,JavaScript,js,Accepted,20,7648,107,1/1
s599387504,p00006,u845053458,1399110833,JavaScript,JavaScript,js,WA: Presentation Error,20,7376,110,0/1
s068396031,p00006,u845053458,1399110924,JavaScript,JavaScript,js,WA: Presentation Error,20,7376,119,0/1
s184206318,p00006,u845053458,1399112340,JavaScript,JavaScript,js,Accepted,20,7376,117,1/1
s681957191,p00006,u373119395,1535344393,C#,C#,cs,Accepted,60,7724,885,1/1
s168691528,p00006,u512723869,1541072090,C#,C#,cs,Accepted,60,18284,154,1/1
s184542262,p00006,u131592835,1404057840,C#,C#,cs,Wrong Answer,20,5308,254,0/1
s016240167,p00006,u131592835,1404058245,C#,C#,cs,Compile Error,20,0,312,0/1
s246832666,p00006,u131592835,1404058261,C#,C#,cs,Accepted,10,5260,255,1/1
s012156956,p00006,u206866751,1408433648,C#,C#,cs,Accepted,10,5212,458,1/1
s883280495,p00006,u211905117,1409903461,C#,C#,cs,Accepted,20,5476,330,1/1
s615864158,p00006,u749501700,1418638924,C#,C#,cs,Accepted,10,5492,280,1/1
s674684116,p00006,u145481182,1419625895,C#,C#,cs,Accepted,10,5532,177,1/1
s031694570,p00006,u987218785,1419744138,C#,C#,cs,Accepted,20,5528,307,1/1
s229594656,p00006,u552695780,1420461315,C#,C#,cs,Compile Error,10140,0,396,0/1
s115581041,p00006,u552695780,1420461385,C#,C#,cs,Compile Error,10140,0,432,0/1
s420896643,p00006,u552695780,1420461850,C#,C#,cs,Compile Error,30,0,463,0/1
s728054565,p00006,u552695780,1420462047,C#,C#,cs,Accepted,10,5260,305,1/1
s166060097,p00006,u610818717,1425427145,C#,C#,cs,Accepted,20,5228,288,1/1
s442881114,p00006,u206935265,1425873937,C#,C#,cs,Accepted,10,5532,223,1/1
s544002122,p00006,u024343612,1428639985,C#,C#,cs,WA: Presentation Error,10,5208,469,0/1
s602619377,p00006,u024343612,1428640006,C#,C#,cs,WA: Presentation Error,20,5240,430,0/1
s023860867,p00006,u024343612,1428640220,C#,C#,cs,Accepted,20,5248,466,1/1
s686267851,p00006,u316256620,1430712749,C#,C#,cs,Accepted,10,5232,454,1/1
s970930696,p00006,u373127758,1430810047,C#,C#,cs,Accepted,20,5256,323,1/1
s494696148,p00006,u026268392,1431613529,C#,C#,cs,Accepted,20,5496,360,1/1
s496338399,p00006,u108818596,1431859618,C#,C#,cs,Accepted,20,5556,1667,1/1
s795462320,p00006,u759763199,1436363961,C#,C#,cs,WA: Presentation Error,10,5500,644,0/1
s002784660,p00006,u759763199,1436364525,C#,C#,cs,WA: Presentation Error,20,5548,767,0/1
s768403251,p00006,u759763199,1436364654,C#,C#,cs,WA: Presentation Error,10,5540,461,0/1
s858568896,p00006,u759763199,1436364878,C#,C#,cs,Accepted,20,5512,542,1/1
s612212454,p00006,u142236390,1437916405,C#,C#,cs,Accepted,20,5540,646,1/1
s133563180,p00006,u034426456,1441724398,C#,C#,cs,Accepted,10,9160,244,1/1
s503149858,p00006,u728145332,1441867262,C#,C#,cs,Compile Error,0,0,213,0/1
s697619520,p00006,u072632578,1442210133,C#,C#,cs,Accepted,10,8908,270,1/1
s932888903,p00006,u610167524,1447034677,C#,C#,cs,Accepted,0,8780,266,1/1
s873695131,p00006,u943018572,1458040153,C#,C#,cs,Compile Error,30,0,120,0/1
s022941346,p00006,u943018572,1458040394,C#,C#,cs,Accepted,10,8692,160,1/1
s558610616,p00006,u160201875,1460948107,C#,C#,cs,Accepted,10,9008,170,1/1
s748798717,p00006,u963939724,1461521070,C#,C#,cs,Accepted,0,8996,218,1/1
s632358219,p00006,u705416268,1462714473,C#,C#,cs,WA: Presentation Error,10,8808,254,0/1
s723330119,p00006,u705416268,1462714552,C#,C#,cs,Accepted,0,8604,287,1/1
s692341075,p00006,u760470448,1462887414,C#,C#,cs,Wrong Answer,0,8668,1200,0/1
s725944278,p00006,u760470448,1462888021,C#,C#,cs,Wrong Answer,10,8856,856,0/1
s392768340,p00006,u760470448,1462888188,C#,C#,cs,Wrong Answer,0,8784,855,0/1
s523389102,p00006,u760470448,1462888219,C#,C#,cs,Wrong Answer,0,8824,855,0/1
s409639884,p00006,u760470448,1462888375,C#,C#,cs,Wrong Answer,0,8928,597,0/1
s065040603,p00006,u760470448,1462888697,C#,C#,cs,Compile Error,50,0,554,0/1
s624340666,p00006,u760470448,1462890136,C#,C#,cs,Wrong Answer,0,8816,555,0/1
s546618625,p00006,u760470448,1462890205,C#,C#,cs,Accepted,10,8700,287,1/1
s912459035,p00006,u760470448,1462890296,C#,C#,cs,Accepted,10,8780,479,1/1
s679519744,p00006,u629581164,1462890357,C#,C#,cs,Accepted,10,8652,479,1/1
s621423914,p00006,u584110575,1466221416,C#,C#,cs,Runtime Error,0,0,361,0/1
s487039798,p00006,u584110575,1466221506,C#,C#,cs,Compile Error,0,0,277,0/1
s475803989,p00006,u584110575,1466221547,C#,C#,cs,Compile Error,0,0,348,0/1
s642399802,p00006,u584110575,1466221695,C#,C#,cs,Runtime Error,0,0,361,0/1
s624763502,p00006,u584110575,1466221848,C#,C#,cs,Runtime Error,0,0,408,0/1
s721753026,p00006,u584110575,1466222168,C#,C#,cs,Runtime Error,0,0,416,0/1
s564447577,p00006,u584110575,1466404900,C#,C#,cs,Accepted,10,8776,418,1/1
s813669606,p00006,u602903519,1468455281,C#,C#,cs,WA: Presentation Error,10,8680,370,0/1
s284453989,p00006,u146816547,1468990310,C#,C#,cs,Wrong Answer,10,9112,160,0/1
s509055239,p00006,u146816547,1468990323,C#,C#,cs,Accepted,10,9088,170,1/1
s913421141,p00006,u701413552,1470555516,C#,C#,cs,Accepted,0,8772,467,1/1
s271672448,p00006,u515598833,1471456217,C#,C#,cs,Accepted,10,8752,264,1/1
s025410223,p00006,u571385309,1474954575,C#,C#,cs,Accepted,10,8692,379,1/1
s843895459,p00006,u602903519,1475067492,C#,C#,cs,WA: Presentation Error,0,8500,225,0/1
s086107262,p00006,u602903519,1475067594,C#,C#,cs,Accepted,0,8796,254,1/1
s124171036,p00006,u237935801,1479959558,C#,C#,cs,Accepted,10,8760,325,1/1
s039604394,p00006,u100875060,1480243550,C#,C#,cs,Runtime Error,0,0,318,0/1
s832009073,p00006,u100875060,1480243642,C#,C#,cs,Compile Error,0,0,319,0/1
s559060448,p00006,u100875060,1480243668,C#,C#,cs,WA: Presentation Error,10,8736,320,0/1
s028593609,p00006,u100875060,1480243809,C#,C#,cs,WA: Presentation Error,0,8512,346,0/1
s728451867,p00006,u100875060,1480243897,C#,C#,cs,WA: Presentation Error,10,8600,350,0/1
s187543810,p00006,u100875060,1480245380,C#,C#,cs,WA: Presentation Error,10,8620,183,0/1
s586203914,p00006,u100875060,1480245525,C#,C#,cs,Wrong Answer,0,8636,352,0/1
s866226789,p00006,u100875060,1480245573,C#,C#,cs,Accepted,10,8624,343,1/1
s594855867,p00006,u823517752,1480433712,C#,C#,cs,Accepted,10,8884,273,1/1
s664629053,p00006,u845643816,1480585131,C#,C#,cs,Accepted,10,9040,143,1/1
s071362770,p00006,u798317717,1481980166,C#,C#,cs,Accepted,10,8712,276,1/1
s148039053,p00006,u078042885,1484024435,C#,C#,cs,Accepted,10,8596,245,1/1
s818739285,p00006,u828235594,1484793059,C#,C#,cs,Accepted,10,8680,272,1/1
s286530294,p00006,u235485197,1485499161,C#,C#,cs,Accepted,10,8540,378,1/1
s204440125,p00006,u222195708,1493782201,C#,C#,cs,Accepted,10,8928,666,1/1
s793469462,p00006,u327704389,1494893741,C#,C#,cs,Compile Error,0,0,184,0/1
s398332435,p00006,u327704389,1494893765,C#,C#,cs,Compile Error,0,0,165,0/1
s696906648,p00006,u026309056,1495435676,C#,C#,cs,Wrong Answer,10,8896,309,0/1
s078529813,p00006,u372714848,1495504817,C#,C#,cs,Accepted,10,8660,3087,1/1
s181252813,p00006,u793403541,1497180435,C#,C#,cs,Accepted,10,9180,824,1/1
s104840442,p00006,u682603602,1501630616,C#,C#,cs,Accepted,10,8748,242,1/1
s990625646,p00006,u295404099,1503754915,C#,C#,cs,Accepted,0,8924,251,1/1
s577772053,p00006,u808429775,1504135260,C#,C#,cs,Accepted,10,9016,205,1/1
s667565146,p00006,u115538167,1505811864,C#,C#,cs,Accepted,10,8788,289,1/1
s642438775,p00006,u512723869,1520047146,C#,C#,cs,Accepted,10,9116,176,1/1
s929848885,p00006,u464859367,1528210295,C#,C#,cs,Accepted,10,9660,590,1/1
s653221802,p00006,u484711815,1337410965,C#,C#,cs,Accepted,10,5264,303,1/1
s383675465,p00006,u270820093,1342768979,C#,C#,cs,Memory Limit Exceeded,19930,370800,403,0/1
s974423305,p00006,u270820093,1342769183,C#,C#,cs,Wrong Answer,10,5228,454,0/1
s044313495,p00006,u270820093,1342769275,C#,C#,cs,WA: Presentation Error,20,5256,417,0/1
s524141632,p00006,u270820093,1342769341,C#,C#,cs,Accepted,10,5208,451,1/1
s761728254,p00006,u298087134,1342857276,C#,C#,cs,Accepted,10,5556,418,1/1
s983709765,p00006,u069397954,1347305456,C#,C#,cs,Accepted,10,5500,224,1/1
s624011067,p00006,u184541002,1351737408,C#,C#,cs,Accepted,10,5292,419,1/1
s001305859,p00006,u728930887,1354177325,C#,C#,cs,Accepted,10,5216,315,1/1
s926051273,p00006,u480106104,1358946476,C#,C#,cs,Accepted,10,5488,419,1/1
s751977800,p00006,u813384600,1360489815,C#,C#,cs,Accepted,20,5532,241,1/1
s610256569,p00006,u251222750,1362570924,C#,C#,cs,Accepted,10,5260,409,1/1
s702628821,p00006,u403446452,1364881873,C#,C#,cs,Accepted,20,5272,301,1/1
s016307387,p00006,u773321822,1367425128,C#,C#,cs,Accepted,20,19556,214,1/1
s346391691,p00006,u471278181,1371148835,C#,C#,cs,Accepted,10,5540,223,1/1
s172557184,p00006,u844907268,1372291824,C#,C#,cs,Accepted,20,5272,501,1/1
s941406034,p00006,u059942744,1372663935,C#,C#,cs,Accepted,20,5220,428,1/1
s348576394,p00006,u629810635,1374846522,C#,C#,cs,Accepted,20,17480,482,1/1
s299356095,p00006,u093607836,1375405601,C#,C#,cs,Compile Error,20,0,238,0/1
s850748676,p00006,u093607836,1375405886,C#,C#,cs,Compile Error,20,0,218,0/1
s571443652,p00006,u093607836,1375405971,C#,C#,cs,Accepted,10,5320,233,1/1
s674924330,p00006,u804933011,1375558586,C#,C#,cs,Wrong Answer,20,5456,336,0/1
s473871300,p00006,u804933011,1375558779,C#,C#,cs,Compile Error,20,0,574,0/1
s360763657,p00006,u804933011,1375558798,C#,C#,cs,Time Limit Exceeded,20000,5368,492,0/1
s615857227,p00006,u804933011,1375558918,C#,C#,cs,Time Limit Exceeded,20000,5372,518,0/1
s736034770,p00006,u804933011,1375558975,C#,C#,cs,Accepted,10,5520,516,1/1
s991074480,p00006,u372027593,1377060538,C#,C#,cs,Compile Error,50,0,374,0/1
s848277060,p00006,u372027593,1377060670,C#,C#,cs,Accepted,20,5272,389,1/1
s266573695,p00006,u372027593,1377061038,C#,C#,cs,Compile Error,50,0,224,0/1
s203974676,p00006,u372027593,1377061369,C#,C#,cs,Compile Error,50,0,288,0/1
s134675647,p00006,u372027593,1377062813,C#,C#,cs,Compile Error,20000,0,254,0/1
s185555933,p00006,u372027593,1377063216,C#,C#,cs,Accepted,20,5300,215,1/1
s423646545,p00006,u372027593,1377063303,C#,C#,cs,Accepted,20,5292,185,1/1
s073428294,p00006,u587005649,1378298053,C#,C#,cs,Accepted,20,5292,272,1/1
s057430909,p00006,u160074256,1380462979,C#,C#,cs,Accepted,20,5472,357,1/1
s987761045,p00006,u028893090,1384174774,C#,C#,cs,Accepted,20,5460,178,1/1
s023133526,p00006,u765197056,1397995666,C#,C#,cs,Accepted,10,5272,359,1/1
s652662026,p00006,u139551140,1402639947,C#,C#,cs,Wrong Answer,20,5448,364,0/1
s715770979,p00006,u139551140,1402640218,C#,C#,cs,WA: Presentation Error,20,5488,405,0/1
s343238525,p00006,u139551140,1402640317,C#,C#,cs,Accepted,20,5536,438,1/1
s776011330,p00006,u065247149,1565596342,C#,C#,cs,Accepted,50,16216,226,1/1
s589597250,p00006,u756001100,1562640506,C#,C#,cs,Accepted,50,15800,611,1/1
s278002339,p00006,u766798115,1562543895,C#,C#,cs,Accepted,50,13748,342,1/1
s978626340,p00006,u623508736,1562294619,C#,C#,cs,Accepted,60,13792,621,1/1
s018763210,p00006,u404054163,1562284509,C#,C#,cs,Accepted,40,16136,176,1/1
s073393963,p00006,u399243062,1562284014,C#,C#,cs,Accepted,50,15796,437,1/1
s151665934,p00006,u491202260,1562048217,C#,C#,cs,Accepted,30,17824,408,1/1
s762227007,p00006,u056405822,1560054819,C#,C#,cs,Accepted,50,13832,353,1/1
s834806677,p00006,u990595577,1557284004,C#,C#,cs,Accepted,50,13772,584,1/1
s148957615,p00006,u139728050,1552662151,C#,C#,cs,Accepted,60,15808,365,1/1
s537457117,p00006,u363036235,1544863251,C#,C#,cs,Accepted,70,18240,1526,1/1
s085838888,p00006,u499930959,1544078091,C#,C#,cs,Accepted,50,15832,410,1/1
s085817626,p00006,u864813553,1530743313,C#,C#,cs,Accepted,10,8776,213,1/1
s292038849,p00006,u204409482,1414532771,C#,C#,cs,Accepted,10,5264,275,1/1
s226998329,p00006,u642549559,1410555836,PHP,PHP,php,Accepted,10,6528,67,1/1
s626009693,p00006,u133486819,1422853069,PHP,PHP,php,Accepted,10,6536,113,1/1
s550361141,p00006,u018134297,1425022442,PHP,PHP,php,Accepted,0,6508,66,1/1
s636009279,p00006,u679333515,1428734751,PHP,PHP,php,Accepted,0,6508,89,1/1
s854320308,p00006,u660557702,1445656365,PHP,PHP,php,Accepted,20,15196,73,1/1
s069691936,p00006,u622250518,1447359649,PHP,PHP,php,Wrong Answer,10,15280,126,0/1
s883884102,p00006,u622250518,1447359713,PHP,PHP,php,Wrong Answer,10,15304,112,0/1
s378118172,p00006,u622250518,1447359789,PHP,PHP,php,WA: Presentation Error,10,15024,94,0/1
s582635029,p00006,u622250518,1447359876,PHP,PHP,php,Accepted,0,15072,108,1/1
s701515479,p00006,u622250518,1447360119,PHP,PHP,php,Accepted,10,15132,33,1/1
s708003456,p00006,u616827748,1452921037,PHP,PHP,php,Accepted,10,15204,59,1/1
s270208995,p00006,u552435491,1467101271,PHP,PHP,php,Accepted,0,15028,204,1/1
s587173822,p00006,u927626415,1468288206,PHP,PHP,php,Accepted,10,15020,47,1/1
s352288987,p00006,u195001007,1474020238,PHP,PHP,php,Wrong Answer,0,15088,89,0/1
s132493732,p00006,u195001007,1474020680,PHP,PHP,php,Wrong Answer,0,15128,45,0/1
s704953389,p00006,u195001007,1474020963,PHP,PHP,php,WA: Presentation Error,10,15196,62,0/1
s421137307,p00006,u195001007,1474021113,PHP,PHP,php,Accepted,10,15204,59,1/1
s261026711,p00006,u195001007,1474615495,PHP,PHP,php,Accepted,0,14900,60,1/1
s397414184,p00006,u252414452,1485182871,PHP,PHP,php,WA: Presentation Error,0,15028,56,0/1
s553238799,p00006,u252414452,1485182911,PHP,PHP,php,WA: Presentation Error,10,15180,61,0/1
s381515157,p00006,u252414452,1485656689,PHP,PHP,php,Accepted,10,15224,68,1/1
s217422496,p00006,u064980217,1488179054,PHP,PHP,php,Wrong Answer,0,14936,98,0/1
s229176711,p00006,u064980217,1488179082,PHP,PHP,php,WA: Presentation Error,10,15244,98,0/1
s654519946,p00006,u064980217,1488179090,PHP,PHP,php,Accepted,0,15216,101,1/1
s230729683,p00006,u064980217,1488179204,PHP,PHP,php,Accepted,10,15180,86,1/1
s674112016,p00006,u064980217,1488179283,PHP,PHP,php,Runtime Error,0,0,108,0/1
s196324447,p00006,u064980217,1488179298,PHP,PHP,php,Runtime Error,0,0,110,0/1
s975549069,p00006,u064980217,1488179318,PHP,PHP,php,Accepted,10,15404,107,1/1
s082601600,p00006,u064980217,1488179781,PHP,PHP,php,Wrong Answer,10,15412,152,0/1
s822726707,p00006,u064980217,1488179967,PHP,PHP,php,Wrong Answer,0,15064,198,0/1
s784018882,p00006,u064980217,1488180042,PHP,PHP,php,Wrong Answer,10,15412,198,0/1
s317068770,p00006,u064980217,1488180492,PHP,PHP,php,Wrong Answer,10,15352,219,0/1
s936131939,p00006,u064980217,1488181112,PHP,PHP,php,WA: Presentation Error,0,15388,224,0/1
s639796198,p00006,u064980217,1488181120,PHP,PHP,php,WA: Presentation Error,0,15496,221,0/1
s787263547,p00006,u064980217,1488181171,PHP,PHP,php,Accepted,0,15352,231,1/1
